populacao,municipio
11715,2901809
17673,2901908
7360,2901957
13229,2902005
12143,2902054
54099,2902104
11332,2902203
11079,2902252
8813,2902302
11774,2902401
13824,2902500
20488,2902609
13217,2902658
53231,2902708
20813,2902807
32018,2902906
13900,2903003
5821,2903102
153831,2903201
14802,2903235
15846,2903276
5743,2903300
23214,2903409
17317,2903508
15975,2903607
12953,2903706
18622,2903805
68609,2903904
9942,2903953
14288,2904001
16637,2904050
21520,2904100
10300,2904209
14370,2904308
10493,2904407
10341,2904506
67048,2904605
18391,2904704
21067,2904753
7043,2904803
18698,2904852
33861,2904902
23045,2905008
9372,2905107
15524,2905156
50861,2905206
18356,2905305
17913,2905404
13260,2905503
31968,2905602
293723,2905701
35248,2905800
28844,2905909
70912,2906006
9719,2906105
26020,2906204
31301,2906303
8338,2906402
86677,2906501
14268,2906600
25332,2906709
34784,2906808
16752,2906824
11660,2906857
30451,2906873
9107,2906899
21937,2906907
9240,2907004
28965,2907103
71366,2907202
26209,2907301
3555,2907400
54424,2907509
9340,2907558
17252,2907608
11154,2907707
33356,2907806
17097,2907905
17458,2908002
18746,2908101
22392,2908200
17332,2908309
66191,2908408
32909,2908507
25630,2908606
17319,2908705
4086,2908804
22719,2908903
8585,2909000
14240,2909109
15801 ,2909208
32081,2909307
13796,2909406
5349,2909505
21040,2909604
13872,2909703
62871,2909802
34389,2909901
10906,2910008
79685,2910057
12155,2910107
4050,2910206
8119,2910305
17593,2910404
41654,2910503
36882,2910602
59842,2910701
112318,2910727
17601,2910750
5668,2910776
609913,2910800
16410,2910859
5604,2910909
10686,2911006
25311,2911105
32202,2911204
4487,2911253
11206,2911303
15208,2911402
7276,2911501
20679,2911600
7239,2911659
84014,2911709
20991,2911808
13076 ,2911857
24496,2911907
9427 ,2912004
22014,2912103
19346,2912202
16162,2912301
18097,2912400
14856,2912509
4043,2912608
23343,2912707
8581,2912806
15760,2912905
16272,2913002
17150,2913101
26846,2913200
6194,2913309
15630,2913408
13367,2913457
26868,2913507
164844,2913606
39499,2913705
14625,2913804
45823,2913903
59763,2914000
9817,2914109
7243,2914208
8893,2914307
24942,2914406
28892,2914505
72386,2914604
30413,2914653
64325,2914703
212740,2914802
27891,2914901
15999,2915007
12462,2915106
14712,2915205
6914,2915304
14311,2915353
6770,2915403
20587,2915502
64521,2915601
8069,2915700
23358,2915809
6445,2915908
19499,2916005
22114,2916104
9008,2916203
10306,2916302
75470,2916401
35256,2916500
10328,2916609
8288,2916708
19646,2916807
14432,2916856
12624,2916906
36063,2917003
20375,2917102
18889,2917201
28457,2917300
10969,2917334
8496,2917359
14834,2917409
80394,2917508
54163,2917607
33385,2917706
18588,2917805
10691,2917904
155800,2918001
40232,2918100
14516,2918209
11540,2918308
24964,2918357
215183,2918407
9272,2918456
15307,2918506
5902,2918555
6406,2918605
3757,2918704
15555,2918753
23638,2918803
3934,2918902
3808,2919009
8546,2919058
8430,2919108
27170,2919157
195095,2919207
11315,2919306
12406,2919405
45388,2919504
84753,2919553
11364,2919603
18592,2919702
49474,2919801
7862,2919900
20737,2919926
3577,2919959
10016,2920007
18753,2920106
16830,2920205
8430,2920304
13397,2920403
13546,2920452
21295,2920502
44555,2920601
20518,2920700
10434,2920809
13931,2920908
46014,2921005
12116,2921054
22659,2921104
26159,2921203
11009,2921302
18195,2921401
8844,2921450
49565,2921500
8542,2921609
35383,2921708
12031,2921807
9244,2921906
41221,2922003
11114,2922052
26575,2922102
7399,2922201
11280,2922250
29387,2922300
22156,2922409
28451,2922508
13914,2922607
13095,2922656
16451,2922706
7802,2922730
6631,2922755
8172,2922805
9115,2922854
24493,2922904
42950,2923001
12241,2923035
15380,2923050
28152,2923100
21838,2923209
8557,2923308
17389,2923357
21703,2923407
8961,2923506
21518,2923605
31853,2923704
28956,2923803
9981,2923902
117014,2924009
13601,2924058
7298,2924108
17486,2924207
17269,2924306
34486,2924405
16234,2924504
20204,2924603
10482,2924652
10007,2924678
10952,2924702
24538,2924801
9272,2924900
26092,2925006
46862,2925105
39045,2925204
15012,2925253
146625,2925303
7549,2925402
28152,2925501
15121,2925600
12505,2925709
27422,2925758
25445,2925808
27533,2925907
8990,2925931
22610,2925956
41200,2926004
14295,2926103
22343,2926202
33403,2926301
35240,2926400
14843,2926509
52956,2926608
6304,2926657
13048,2926707
15289,2926806
11645,2926905
40475,2927002
9213 ,2927101
30767,2927200
15463,2927309
2857329,2927408
20694,2927507
14088,2927606
27626,2927705
6354,2927804
10656,2927903
37158,2928000
12751,2928059
39920,2928109
26517,2928208
8920,2928307
28192,2928406
10345,2928505
59512,2928604
100605,2928703
52413,2928802
33193,2928901
9042,2928950
14717,2929008
15310,2929057
21069,2929107
39338,2929206
18798,2929255
37139,2929305
5710,2929354
10417,2929370
11645,2929404
44164,2929503
17387,2929602
19644,2929701
11978,2929750
12883,2929800
43941,2929909
11351,2930006
78588,2930105
31532,2930154
40703,2930204
17452,2930303
15064,2930402
80411,2930501
13347,2930600
132906,2930709
12965,2930758
10316,2930766
22806,2930774
16905 ,2930808
12517,2930907
20416,2931004
17285,2931053
7909,2931103
20889,2931202
17046,2931301
158445,2931350
7493,2931400
22479,2931509
14860,2931608
12965,2931707
16608,2931806
50568,2931905
24486,2932002
19914,2932101
19275,2932200
26795,2932309
13884,2932408
19034,2932457
19484,2932507
16651,2932606
20630,2932705
19098,2932804
95858,2932903
28130,2933000
14087,2933059
9130,2933109
12772,2933158
8895,2933174
42706 ,2933208
6258,2933257
338885,2933307
9347,2933406
12299,2933455
21228,2933505
46440,2933604
6972,3100104
23223,3100203
13465,3100302
3994,3100401
9575,3100500
13600,3100609
2005,3100708
4448,3100807
19166,3100906
13477,3101003
25193,3101102
6032,3101201
2683,3101300
3003,3101409
35321,3101508
79481,3101607
6831,3101631
41642,3101706
7411,3101805
19745,3101904
14414,3102001
5799,3102050
11146,3102100
3973,3102209
15239,3102308
3606,3102407
4751,3102506
40747,3102605
9382,3102704
12242,3102803
8481,3102852
11432,3102902
9363,3103009
1609,3103108
2341,3103207
2066,3103306
36705,3103405
116691,3103504
2804,3103603
8425,3103702
6804,3103751
2833,3103801
9142,3103900
105083,3104007
10657,3104106
39793,3104205
14955,3104304
2751,3104403
5191,3104452
17888,3104502
14085,3104601
13064,3104700
4888,3104809
19094,3104908
7851,3105004
23757,3105103
4825,3105202
5713,3105301
32319,3105400
5443,3105509
136392,3105608
5250,3105707
20720,3105905
10248,3106002
3433,3106101
2501576,3106200
26396,3106309
7710,3106408
11995,3106507
4602,3106606
4705,3106655
432575,3106705
3430,3106804
14431,3106903
2532,3107000
40031,3107109
5091,3107208
49942,3107307
50166,3107406
6489,3107505
4190,3107604
6031,3107703
15010,3107802
10558,3107901
17598,3108008
6876,3108107
5544,3108206
11088,3108255
19202,3108305
14995,3108404
6350,3108503
16321,3108552
32288,3108602
4374,3108701
4835,3108800
14508,3108909
39520,3109006
11010,3109105
10377,3109204
4074,3109253
24663,3109303
27988,3109402
6909,3109451
14075,3109501
3616,3109600
11514,3109709
2677,3109808
11495,3109907
44377,3110004
5450,3110103
4002,3110202
14417,3110301
2934,3110400
21738,3110509
29278,3110608
12816,3110707
3711,3110806
16565,3110905
21056,3111002
19738,3111101
3810,3111150
53866,3111200
11658,3111309
8029,3111408
15356,3111507
28703,3111606
4579,3111705
12025,3111804
5612,3111903
14883,3112000
4498,3112059
5424,3112109
4673,3112208
37856,3112307
6952,3112406
9679,3112505
16109,3112604
5420,3112653
15153,3112703
8601,3112802
9287,3112901
23586,3113008
3200,3113107
25327,3113206
32988,3113305
91503,3113404
9396,3113503
6721,3113602
19007,3113701
2617,3113800
12158,3113909
11439,3114006
14769,3114105
22257,3114204
30324,3114303
21180,3114402
19144,3114501
9986,3114550
4044,3114600
3560,3114709
4495,3114808
2260,3114907
3057,3115003
17739,3115102
3962,3115201
74691,3115300
5330,3115359
3629,3115409
6366,3115458
5008,3115474
21703,3115508
1171,3115607
7017,3115706
10425,3115805
3121,3115904
5709,3116001
15368,3116100
13397,3116159
2702,3116209
6774,3116308
4810,3116407
7590,3116506
28366,3116605
7517,3116704
8907,3116803
3103,3116902
7090,3117009
10261,3117108
2811,3117207
27425,3117306
4570,3117405
17641,3117504
5480,3117603
13590,3117702
11525,3117801
7595,3117836
6657,3117876
11813,3117900
54196,3118007
5044,3118106
6908,3118205
127539,3118304
22892,3118403
1782,3118502
659070,3118601
9191,3118700
26592,3118809
8883,3118908
3534,3119005
23797,3119104
10040,3119203
27982,3119302
109405,3119401
9228,3119500
3080,3119609
3426,3119708
3241,3119807
3714,3119906
6290,3119955
2814,3120003
4396,3120102
6646,3120151
12660,3120201
5960,3120300
5145,3120409
10258,3120508
5014,3120607
4134,3120706
15358,3120805
4960,3120839
7656,3120870
79625,3120904
5399,3121001
8035,3121100
7098,3121209
10291,3121258
4996,3121308
7232,3121407
2919,3121506
47617,3121605
3814,3121704
7852,3121803
3411,3121902
19884,3122009
4984,3122108
7527,3122207
235977,3122306
6702,3122355
5996,3122405
10820,3122454
3699,3122470
5097,3122504
4482,3122603
5243,3122702
3007,3122801
6523,3122900
10081,3123007
5185,3123106
13541,3123205
4289,3123304
1521,3123403
1905,3123502
7811,3123528
27823,3123601
11064,3123700
7244,3123809
5362,3123858
15214,3123908
18829,3124005
70200,3124104
24773,3124203
31624,3124302
4673,3124401
11321,3124500
2361,3124609
3508,3124708
7936,3124807
11218,3124906
3904,3125002
35474,3125101
2379,3125200
3262,3125309
4804,3125408
3161,3125507
7409,3125606
15235,3125705
3394,3125804
9949,3125903
10957,3125952
7386,3126000
67540,3126109
9431,3126208
4387,3126307
2927,3126406
10343,3126505
5187,3126604
26181,3126703
5446,3126752
5891,3126802
9555,3126901
3469,3126950
17701,3127008
4601,3127057
5441,3127073
58962,3127107
4304,3127206
6844,3127305
5122,3127339
3136,3127354
3328,3127370
3940,3127388
4345,3127404
6145,3127503
11833,3127602
278685,3127701
15779,3127800
1389,3127909
34057,3128006
14233,3128105
10333,3128204
4954,3128253
19025,3128303
8903,3128402
3818,3128501
6591,3128600
51750,3128709
7105,3128808
7971,3128907
8442,3129004
5704,3129103
6524,3129202
10867,3129301
5033,3129400
25035,3129509
8351,3129608
5975,3129657
13687,3129707
179015,3129806
3483,3129905
2982,3130002
11879,3130051
42246,3130101
10709,3130200
7971,3130309
6488,3130408
12303,3130507
6865,3130556
7297,3130606
7363,3130655
6829,3130705
2757,3130804
24204,3130903
6228,3131000
7467,3131109
18438,3131158
19717,3131208
261344,3131307
4217,3131406
10039,3131505
6944,3131604
119186,3131703
11446,3131802
51281,3131901
5353,3132008
18142,3132107
13278,3132206
12681,3132305
96389,3132404
34527,3132503
4333,3132602
23212,3132701
2107,3132800
10229,3132909
15440,3133006
15236,3133105
12212,3133204
21096,3133303
15102,3133402
21763,3133501
9682,3133600
11037,3133709
16014,3133758
92561,3133808
5470,3133907
14956,3134004
6039,3134103
104067,3134202
6048,3134301
38822,3134400
3809,3134509
19858,3134608
12329,3134707
7681,3134806
25684,3134905
3124,3135001
38413,3135050
5378,3135076
71265,3135100
67628,3135209
4314,3135308
8556,3135357
4973,3135407
7645,3135456
12460,3135506
7597,3135605
5215,3135704
25305,3135803
4795,3135902
15410,3136009
4674,3136108
79387,3136207
48561,3136306
4662,3136405
10780,3136504
4516,3136520
4938,3136553
4844,3136579
5718,3136603
26484,3136652
564310,3136702
4316,3136801
10441,3136900
5733,3136959
18026,3137007
7627,3137106
51601,3137205
4124,3137304
12953,3137403
17991,3137502
9454,3137536
63359,3137601
19928,3137700
20719,3137809
3404,3137908
6786,3138005
6522,3138104
102728,3138203
3233,3138302
4915,3138351
52532,3138401
5109,3138500
16671,3138609
7481,3138625
9008,3138658
6275,3138674
6680,3138682
5454,3138708
18172,3138807
7110,3138906
41844,3139003
5087,3139102
18700,3139201
6532,3139250
18594,3139300
89256,3139409
22608,3139508
27640,3139607
7904,3139706
12725,3139805
14136,3139904
60142,3140001
4134,3140100
15207,3140159
2959,3140209
4044,3140308
2784,3140407
13330,3140506
8299,3140530
8526,3140555
4482,3140605
30798,3140704
14385,3140803
11050,3140852
18808,3140902
12508,3141009
37473,3141108
3758,3141207
3771,3141306
20882,3141405
6446,3141504
10720,3141603
5666,3141702
31471,3141801
3896,3141900
13557,3142007
10721,3142106
14913,3142205
4861,3142254
4904,3142304
7479,3142403
2240,3142502
8648,3142601
15012,3142700
20999,3142809
21017,3142908
13180,3143005
47682,3143104
4889,3143153
21534,3143203
404804,3143302
23569,3143401
8180,3143450
8815,3143500
2488,3143609
3211,3143708
6065,3143807
108113,3143906
26997,3144003
20594,3144102
3219,3144201
40839,3144300
6939,3144359
3314,3144375
4731,3144409
8555,3144508
26709,3144607
10263,3144656
3255,3144672
17607,3144706
93577,3144805
3627,3144904
15280,3145000
7504,3145059
16610,3145109
99770,3145208
31326,3145307
10731,3145356
5273,3145372
1775,3145406
6018,3145455
2765,3145505
41529,3145604
2136,3145703
3144,3145802
4647,3145851
7954,3145877
39121,3145901
33481,3146008
73994,3146107
5954,3146206
6332,3146255
20052,3146305
4510,3146404
8270,3146503
6084,3146552
1535,3146602
6621,3146701
5671,3146750
15543,3146909
92430,3147006
93101,3147105
21418,3147204
20940,3147303
24375,3147402
1664,3147501
16294,3147600
8112,3147709
2048,3147808
113998,3147907
5942,3147956
150833,3148004
90041,3148103
5652,3148202
9557,3148301
4849,3148400
8481,3148509
17545,3148608
24319,3148707
7065,3148756
3100,3148806
3969,3148905
2475,3149002
11246,3149101
11453,3149150
3626,3149200
63789,3149309
1808,3149408
3310,3149507
4379,3149606
11249,3149705
16009,3149804
21291,3149903
6847,3149952
4246,3150000
2763,3150109
8426,3150158
4140,3150208
4528,3150307
4955,3150406
8631,3150505
4894,3150539
7490,3150570
6421,3150604
6044,3150703
17618,3150802
5455,3150901
8550,3151008
10731,3151107
56208,3151206
10816,3151305
27755,3151404
34456,3151503
11968,3151602
16734,3151701
166111,3151800
8508,3151909
31583,3152006
59605,3152105
4237,3152131
12061,3152170
37950,3152204
11208,3152303
16491,3152402
148862,3152501
5981,3152600
8979,3152709
27688,3152808
8642,3152907
3573,3153004
5398,3153103
3676,3153202
3004,3153301
19377,3153400
8333,3153509
10629,3153608
3542,3153707
1934,3153806
16277,3153905
23814,3154002
10514,3154101
7105,3154150
11459,3154200
17398,3154309
4798,3154408
8138,3154457
9487,3154507
331045,3154606
4019,3154705
10203,3154804
13659,3154903
2599,3155009
5167,3155108
5549,3155207
5783,3155306
8941,3155405
12291,3155504
30779,3155603
14346,3155702
17858,3155801
5467,3155900
12957,3156007
4648,3156106
2289,3156205
7991,3156304
3547,3156403
4566,3156452
6198,3156502
10226,3156601
135421,3156700
15525,3156809
25989,3156908
41349,3157005
7007,3157104
30807,3157203
8113,3157252
3117,3157278
4454,3157302
8541,3157336
4177,3157377
4793,3157401
4438,3157500
3866,3157609
6345,3157658
13743,3157708
218147,3157807
16111,3157906
10836,3158003
5248,3158102
14620,3158201
7128,3158300
3853,3158409
7696,3158508
3971,3158607
2438,3158706
4807,3158805
8681,3158904
33934,3158953
4274,3159001
3789,3159100
8974,3159209
4905,3159308
7155,3159357
3449,3159407
5522,3159506
42751,3159605
3343,3159704
19608,3159803
18434,3159902
3602,3160009
3937,3160108
3877,3160207
11677,3160306
28054,3160405
7256,3160454
1770,3160504
3109,3160603
46555,3160702
5220,3160801
3721,3160900
5630,3160959
17393,3161007
3377,3161056
56163,3161106
6535,3161205
6200,3161304
4889,3161403
12164,3161502
4015,3161601
3963,3161650
6923,3161700
12218,3161809
10818,3161908
25332,3162005
35145,3162104
7407,3162203
4896,3162252
2753,3162302
25235,3162401
12899,3162450
89653,3162500
11440,3162559
5798,3162575
7553,3162609
4389,3162658
23524,3162708
15781,3162807
26272,3162906
30989,3162922
7371,3162948
23385,3162955
4255,3163003
4927,3163102
4183,3163201
3865,3163300
5454,3163409
6477,3163508
2775,3163607
45488,3163706
6933,3163805
4709,3163904
7858,3164001
5291,3164100
12139,3164209
7026,3164308
5455,3164407
2991,3164431
6479,3164472
10129,3164506
6684,3164605
70450,3164704
1520,3164803
2231,3164902
10922,3165008
7042,3165107
7056,3165206
7687,3165305
6869,3165404
6236,3165503
32069,3165537
12134,3165552
2661,3165560
5352,3165578
2007,3165602
7764,3165701
1545,3165800
4209,3165909
5786,3166006
3527,3166105
10451,3166204
7319,3166303
1848,3166402
4293,3166501
786,3166600
8685,3166709
11493,3166808
7670,3166907
4752,3166956
1970,3167004
20993,3167103
237286,3167202
2258,3167301
6227,3167400
2612,3167509
19528,3167608
5594,3167707
6112,3167806
3792,3167905
33858,3168002
3119,3168051
4711,3168101
1879,3168200
4055,3168309
14350,3168408
11650,3168507
140235,3168606
89090,3168705
7886,3168804
6539,3168903
16602,3169000
4093,3169059
6217,3169109
8201,3169208
78913,3169307
31984,3169356
56546,3169406
6698,3169505
25253,3169604
19797,3169703
5008,3169802
114265,3169901
12466,3170008
12449,3170057
330361,3170107
683247,3170206
2626,3170305
83808,3170404
4325,3170438
3267,3170479
10371,3170503
16547,3170529
6491,3170578
2158,3170602
4987,3170651
134477,3170701
7071,3170750
39173,3170800
19335,3170909
20537,3171006
9265,3171030
5712,3171071
3951,3171105
4832,3171154
125376,3171204
78286,3171303
3629,3171402
3227,3171501
13764,3171600
8685,3171709
10537,3171808
5420,3171907
42149,3172004
5243,3172103
2558,3172202
30720,3200102
9653,3200136
11131,3200169
30568,3200201
14566,3200300
7798,3200359
28736,3200409
7580,3200508
99305,3200607
11765,3200706
30862,3200805
44315,3200904
14982,3201001
9910,3201100
12381,3201159
207324,3201209
378603,3201308
37317,3201407
121580,3201506
30849,3201605
12638,3201704
4338,3201803
33711,3201902
6727,3202009
23014,3202108
21061,3202207
12535,3202256
30607,3202306
122982,3202405
25732,3202454
12365,3202504
8919,3202553
13745,3202603
13226,3202652
14109,3202702
34032,3202801
10619,3202900
29030,3203007
29904,3203056
11744,3203106
16614,3203130
10961,3203163
170364,3203205
15194,3203304
38108,3203320
16464,3203346
12700,3203353
26191,3203403
18770,3203502
5552,3203601
17613,3203700
15370,3203809
49780,3203908
23059,3204005
25982,3204054
26763,3204104
21363,3204203
7784,3204252
11488,3204302
19009,3204351
11618,3204401
12300,3204500
39849,3204559
23392,3204609
8589,3204658
37361,3204708
10566,3204807
128542,3204906
12318,3204955
507598,3205002
29449,3205010
21207,3205036
24800,3205069
76954,3205101
9171,3205150
14087,3205176
486208,3205200
358267,3205309
200407,3300100
11612,3300159
130439,3300209
12471,3300225
33240,3300233
30096,3300258
99969,3300308
183976,3300407
508614,3300456
27269,3300506
36985,3300605
222528,3300704
58560,3300803
15496,3300902
16039,3300936
8544,3300951
503424,3301009
20177,3301108
12826,3301157
18755,3301207
43295,3301306
23064,3301405
21806,3301504
11454,3301603
914383,3301702
13929,3301801
59613,3301850
27762,3301876
238695,3301900
125913,3302007
15113,3302056
23247,3302106
102626,3302205
31537,3302254
103960,3302270
7386,3302304
251631,3302403
5574,3302452
243657,3302502
43689,3302601
157789,3302700
18578,3302809
175620,3302858
25493,3302908
27195,3303005
15324,3303104
162269,3303203
511786,3303302
190084,3303401
818875,3303500
51815,3303609
44045,3303708
42630,3303807
27678,3303856
305687,3303906
24941,3303955
28999,3304003
18730,3304102
19381,3304110
14165,3304128
149265,3304144
24246,3304151
130334,3304201
59814,3304300
18451,3304409
9222,3304508
145989,3304524
6688927,3304557
10417,3304607
42359,3304706
42201,3304755
38626,3304805
1077687,3304904
36138,3305000
471888,3305109
7134,3305133
21670,3305158
102846,3305208
9326,3305307
18205,3305406
87704,3305505
86743,3305554
21773,3305604
15577,3305703
33870,3305752
180886,3305802
10611,3305901
81453,3306008
76163,3306107
10890,3306156
36702,3306206
271998,3306305
35023,3500105
3571,3500204
35954,3500303
8137,3500402
18599,3500501
6040,3500550
3380,3500600
37023,3500709
5918,3500758
4147,3500808
4134,3500907
16164,3501004
4110,3501103
18484,3501152
3712,3501202
24830,3501301
5179,3501400
3206,3501509
237112,3501608
39962,3501707
5956,3501806
71700,3501905
4933,3502002
57112,3502101
24969,3502200
6627,3502309
4085,3502408
36129,3502507
4234,3502606
24526,3502705
21854,3502754
195874,3502804
33499,3502903
5585,3503000
6348,3503109
2478,3503158
233744,3503208
132934,3503307
1811,3503356
8505,3503406
3876,3503505
11099,3503604
9573,3503703
53450,3503802
88455,3503901
1825,3503950
103666,3504008
141398,3504107
15123,3504206
5369,3504305
13433,3504404
90063,3504503
17236,3504602
5532,3504701
8994,3504800
10896,3504909
3441,3505005
7335,3505104
34961,3505203
36127,3505302
5688,3505351
7687,3505401
121344,3505500
32434,3505609
271306,3505708
20954,3505807
62024,3505906
374272,3506003
77436,3506102
2955,3506201
11137,3506300
61736,3506359
7949,3506409
122359,3506508
32251,3506607
14824,3506706
12204,3506805
11534,3506904
59793,3507001
24898,3507100
3923,3507159
836,3507209
4776,3507308
15925,3507407
2621,3507456
144820,3507506
166753,3507605
5630,3507704
2841,3507753
24592,3507803
24163,3507902
19789,3508009
17003,3508108
4447,3508207
4286,3508306
48966,3508405
93488,3508504
33067,3508603
18961,3508702
17689,3508801
4190,3508900
100129,3509007
5800,3509106
75638,3509205
28605,3509254
10486,3509304
25935,3509403
5991,3509452
1194094,3509502
83735,3509601
51763,3509700
4932,3509809
12539,3509908
5071,3509957
31212,3510005
2787,3510104
5139,3510153
47159,3510203
20419,3510302
55141,3510401
119625,3510500
398611,3510609
12303,3510708
30237,3510807
2542,3510906
20738,3511003
121210,3511102
7752,3511201
9125,3511300
19774,3511409
48074,3511508
17915,3511607
17009,3511706
8472,3511904
18398,3512001
6203,3512100
27820,3512209
17770,3512308
24221,3512407
5986,3512506
4728,3512605
4047,3512704
70998,3512803
7316,3512902
244694,3513009
34998,3513108
8541,3513207
2100,3513306
81895,3513405
129760,3513504
21639,3513603
33520,3513702
420934,3513801
1786,3513850
11208,3513900
8846,3514007
27112,3514106
2119,3514205
8868,3514304
46536,3514403
12457,3514502
9708,3514601
6141,3514700
15443,3514809
17604,3514908
3604,3514924
2456,3514957
270843,3515004
68856,3515103
3202,3515129
20284,3515152
44186,3515186
4779,3515194
8418,3515202
2762,3515301
9419,3515350
16001,3515400
68823,3515509
5771,3515608
1704,3515657
191993,3515707
1499,3515806
2934,3515905
14486,3516002
2699,3516101
350400,3516200
174008,3516309
152433,3516408
2776,3516507
6615,3516606
44370,3516705
4754,3516804
4762,3516853
10876,3516903
11370,3517000
4801,3517109
12039,3517208
5743,3517307
40533,3517406
21125,3517505
17293,3517604
21129,3517703
8357,3517802
11088,3517901
2002,3518008
6654,3518107
32774,3518206
29451,3518305
121073,3518404
18143,3518503
39714,3518602
318107,3518701
1365899,3518800
7602,3518859
5226,3518909
9462,3519006
14579,3519055
227353,3519071
11559,3519105
6348,3519204
8956,3519253
34726,3519303
12264,3519402
7663,3519501
59451,3519600
78262,3519709
8181,3519808
8124,3519907
24598,3520004
30246,3520103
9483,3520202
30721,3520301
34333,3520400
10965,3520426
26582,3520442
246908,3520509
4892,3520608
3908,3520707
3963,3520806
14869,3520905
36280,3521002
7401,3521101
5306,3521150
4238,3521200
16209,3521309
23846,3521408
7937,3521507
8261,3521606
17635,3521705
26861,3521804
15226,3521903
3782,3522000
100496,3522109
3326,3522158
173672,3522208
162231,3522307
93892,3522406
234352,3522505
74299,3522604
4213,3522653
42903,3522703
15125,3522802
13833,3522901
4860,3523008
366519,3523107
50360,3523206
17271,3523305
119090,3523404
20467,3523503
17922,3523602
6453,3523701
7830,3523800
172268,3523909
59649,3524006
41598,3524105
6911,3524204
76864,3524303
231863,3524402
6934,3524501
17842,3524600
56221,3524709
49011,3524808
6485,3524907
123481,3525003
43774,3525102
29456,3525201
148581,3525300
3168,3525409
13098,3525508
4495,3525607
36655,3525706
4752,3525805
3315,3525854
414810,3525904
20524,3526001
18908,3526100
31235,3526209
4903,3526308
28240,3526407
11667,3526506
7207,3526605
102412,3526704
67859,3526803
303682,3526902
7864,3527009
77510,3527108
88276,3527207
2278,3527256
47748,3527306
21604,3527405
2385,3527504
14592,3527603
5723,3527702
4571,3527801
2663,3527900
17111,3528007
8093,3528106
3704,3528205
3136,3528304
46852,3528403
98374,3528502
9780,3528601
5757,3528700
13967,3528809
2996,3528858
4077,3528908
237130,3529005
2117,3529104
26289,3529203
82702,3529302
468148,3529401
5413,3529500
3848,3529609
1910,3529658
22093,3529708
12849,3529807
19919,3529906
3066,3530003
29418,3530102
18178,3530201
59333,3530300
4822,3530409
68788,3530508
440769,3530607
150713,3530706
92715,3530805
3478,3530904
2252,3531001
55731,3531100
7964,3531209
50216,3531308
24794,3531407
19050,3531506
4166,3531605
4608,3531704
58765,3531803
32641,3531902
13458,3532009
4720,3532058
4466,3532108
3103,3532157
4809,3532207
6681,3532306
18346,3532405
8936,3532504
11427,3532603
5126,3532702
6875,3532801
9647,3532827
1911,3532843
1255,3532868
11013,3532900
21307,3533007
2308,3533106
3883,3533205
5712,3533254
4041,3533304
59371,3533403
40680,3533502
7386,3533601
4287,3533700
2522,3533809
54406,3533908
4339,3534005
6487,3534104
6935,3534203
43687,3534302
696850,3534401
2602,3534500
32754,3534609
112711,3534708
10177,3534757
8503,3534807
14130,3534906
12786,3535002
13058,3535101
9340,3535200
22168,3535309
15690,3535408
45455,3535507
18180,3535606
6411,3535705
19993,3535804
4061,3535903
10980,3536000
6360,3536109
19570,3536208
2153,3536257
14529,3536307
7274,3536406
106776,3536505
1832,3536570
8930,3536604
46251,3536703
6075,3536802
2508,3536901
16676,3537008
47361,3537107
3085,3537156
11240,3537206
63047,3537305
25660,3537404
8560,3537503
67548,3537602
5922,3537701
55149,3537800
28963,3537909
166475,3538006
16877,3538105
15021,3538204
