populacao,municipio
3685,3538303
13742,3538501
27140,3538600
400949,3538709
29741,3538808
25259,3538907
11362,3539004
18604,3539103
27295,3539202
75930,3539301
13503,3539400
39349,3539509
5167,3539608
3521,3539707
116530,3539806
6004,3539905
21851,3540002
3432,3540101
49047,3540200
4580,3540259
2577,3540309
4186,3540408
9779,3540507
52785,3540606
55787,3540705
24143,3540754
17201,3540804
3971,3540853
21110,3540903
319146,3541000
5204,3541059
4108,3541109
13190,3541208
44006,3541307
227072,3541406
39448,3541505
40027,3541604
3753,3541653
14006,3541703
3351,3541802
13228,3541901
6587,3542008
9050,3542107
29688,3542206
3863,3542305
20124,3542404
9399,3542503
56249,3542602
7504,3542701
3351,3542800
13137,3542909
16684,3543006
4682,3543105
4542,3543204
2227,3543238
7666,3543253
122607,3543303
694534,3543402
5607,3543501
3618,3543600
10786,3543709
10003,3543808
204797,3543907
34704,3544004
50241,3544103
12342,3544202
17015,3544251
10621,3544301
3093,3544400
3125,3544509
5564,3544608
2435,3544707
6253,3544806
11779,3544905
17022,3545001
5262,3545100
8176,3545159
117561,3545209
44972,3545308
9297,3545407
4248,3545506
15397,3545605
5993,3545704
192536,3545803
14717,3546009
2118,3546108
4461,3546207
2124,3546256
33975,3546306
47395,3546405
5611,3546504
32076,3546603
26403,3546702
56792,3546801
8779,3546900
6107,3547007
2935,3547106
1507,3547205
136517,3547304
2510,3547403
27514,3547502
26322,3547601
1539,3547650
20889,3547700
716109,3547809
6880,3547908
23085,3548005
8356,3548054
5968,3548104
6794,3548203
3086,3548302
4736,3548401
432957,3548500
10862,3548609
833240,3548708
160275,3548807
249415,3548906
2826,3549003
90637,3549102
2574,3549201
1912,3549250
2111,3549300
51447,3549409
8895,3549508
4151,3549607
54763,3549706
456245,3549805
713943,3549904
15667,3549953
10684,3550001
40781,3550100
32859,3550209
12176866,3550308
35318,3550407
7636,3550506
89943,3550605
87596,3550704
12205,3550803
15257,3550902
363173,3551009
10177,3551108
3646,3551207
3470,3551306
14334,3551405
44555,3551504
29001,3551603
124453,3551702
12884,3551801
17328,3551900
6264,3552007
40648,3552106
671186,3552205
7708,3552304
278571,3552403
294638,3552502
3911,3552551
12328,3552601
16345,3552700
285570,3552809
6240,3552908
13569,3553005
6268,3553104
5568,3553203
23182,3553302
25830,3553401
7850,3553500
12970,3553609
2810,3553658
56984,3553708
23180,3553807
5792,3553856
7395,3553906
14812,3553955
120533,3554003
311854,3554102
4574,3554201
23019,3554300
9302,3554409
41622,3554508
2663,3554607
2401,3554656
9963,3554706
1709,3554755
46642,3554805
5781,3554904
6808,3554953
65477,3555000
15404,3555109
2012,3555208
1759,3555307
6216,3555356
89747,3555406
4754,3555505
10068,3555604
1823,3555703
9108,3555802
1177,3555901
13727,3556008
13115,3556107
127123,3556206
26130,3556305
10378,3556354
42573,3556404
51702,3556453
120572,3556503
10864,3556602
77308,3556701
18775,3556800
8626,3556909
1834,3556958
121331,3557006
93736,3557105
2684,3557154
12418,3557204
11198,3557303
7507,4100103
5983,4100202
9269,4100301
117168,4100400
2209,4100459
21933,4100509
14679,4100608
9896,4100707
11306,4100806
6181,4100905
18989,4101002
2816,4101051
20139,4101101
2927,4101150
19011,4101200
7441,4101309
133726,4101408
121198,4101507
27925,4101606
3128,4101655
13939,4101705
141410,4101804
2151,4101853
15289,4101903
33397,4102000
26011,4102109
3902,4102208
12787,4102307
31526,4102406
11714,4102505
10238,4102604
2781,4102703
3567,4102752
15395,4102802
16377,4102901
4165,4103008
2538,4103024
6411,4103040
7643,4103057
12755,4103107
3577,4103156
6995,4103206
3274,4103222
6749,4103305
5473,4103354
2719,4103370
2914,4103404
17775,4103453
4080,4103479
8533,4103503
25252,4103602
105704,4103701
7813,4103800
14366,4103909
3917,4103958
42880,4104006
3905,4104055
7894,4104105
130091,4104204
28885,4104253
94212,4104303
15233,4104402
15903,4104428
13306,4104451
19099,4104501
15724,4104600
22993,4104659
14283,4104709
324476,4104808
71151,4104907
10213,4105003
10891,4105102
17725,4105201
11709,4105300
19343,4105409
81393,4105508
12503,4105607
16671,4105706
240840,4105805
23879,4105904
8777,4106001
3843,4106100
18326,4106209
17024,4106308
47847,4106407
7475,4106456
20892,4106506
3313,4106555
4264,4106571
20917,4106605
4489,4106704
18675,4106803
2980,4106852
1917185,4106902
15003,4107009
5146,4107108
3454,4107124
5239,4107157
40234,4107207
8621,4107256
5976,4107306
5990,4107405
14020,4107504
1732,4107520
4481,4107538
4188,4107546
3139,4107553
17185,4107603
98368,4107652
4777,4107702
5690,4107736
7845,4107751
4953,4107801
4645,4107850
6695,4107900
10646,4108007
2679,4108106
6700,4108205
258823,4108304
6101,4108320
89942,4108403
4745,4108452
13735,4108502
2996,4108551
28962,4108601
7170,4108650
5742,4108700
32923,4108809
6553,4108908
8664,4108957
3820,4109005
2246,4109104
5473,4109203
12733,4109302
180334,4109401
7679,4109500
36595,4109609
5305,4109658
31142,4109708
6334,4109757
53970,4109807
8025,4109906
4366,4110003
2258,4110052
12936,4110078
32179,4110102
11129,4110201
3103,4110300
4449,4110409
15092,4110508
14073,4110607
2325,4110656
60357,4110706
10241,4110805
4487,4110904
10961,4110953
6616,4111001
6107,4111100
11831,4111209
28187,4111258
2951,4111308
13791,4111407
32035,4111506
8128,4111555
3238,4111605
5244,4111704
39435,4111803
13494,4111902
34683,4112009
21122,4112108
5400,4112207
4995,4112306
9349,4112405
11465,4112504
1343,4112603
12536,4112702
8495,4112751
11803,4112801
3315,4112900
7391,4112959
6983,4113007
4154,4113106
47909,4113205
5921,4113254
32006,4113304
3984,4113403
3391,4113429
4762,4113452
22927,4113502
4755,4113601
563943,4113700
7285,4113734
4845,4113759
4894,4113809
13595,4113908
13252,4114005
22531,4114104
34281,4114203
26411,4114302
2639,4114351
16787,4114401
13494,4114500
52379,4114609
5720,4114708
35180,4114807
8858,4114906
7067,4115002
10354,4115101
417010,4115200
6586,4115309
5624,4115358
14346,4115408
4472,4115457
4681,4115507
17775,4115606
34207,4115705
3340,4115739
10397,4115754
45812,4115804
5493,4115853
2231,4115903
1816,4116000
10700,4116059
12201,4116109
16366,4116208
3958,4116307
4008,4116406
1534,4116505
3456,4116604
10650,4116703
5550,4116802
27821,4116901
5063,4116950
8170,4117008
11603,4117057
13225,4117107
5785,4117206
4220,4117214
8171,4117222
10552,4117255
5856,4117271
2848,4117297
22327,4117305
3430,4117404
5975,4117453
40777,4117503
50198,4117602
33757,4117701
13389,4117800
31564,4117909
13631,4118006
11361,4118105
153666,4118204
3164,4118303
87813,4118402
5535,4118451
81893,4118501
5837,4118600
7321,4118709
13985,4118808
6092,4118857
11144,4118907
6407,4119004
12606,4119103
130789,4119152
6327,4119202
2725,4119251
32219,4119301
25291,4119400
111052,4119509
30635,4119608
3185,4119657
4254,4119707
13528,4119806
348043,4119905
26636,4119954
13084,4120002
4821,4120101
3292,4120150
2561,4120200
4068,4120309
3726,4120333
5221,4120358
5260,4120408
11114,4120507
51961,4120606
4560,4120655
7420,4120705
23199,4120804
4000,4120853
33788,4120903
12180,4121000
4640,4121109
18873,4121208
4426,4121257
3832,4121307
2682,4121356
16894,4121406
14851,4121505
6818,4121604
26602,4121703
7950,4121752
10693,4121802
13112,4121901
15134,4122008
3225,4122107
13283,4122156
4083,4122172
32273,4122206
33922,4122305
65757,4122404
10058,4122503
9534,4122602
4886,4122651
6760,4122701
3679,4122800
4973,4122909
14695,4123006
3385,4123105
3376,4123204
7849,4123303
11885,4123402
26206,4123501
1624,4123600
8603,4123709
14521,4123808
3834,4123824
9824,4123857
11829,4123907
3944,4123956
5031,4124004
10182 ,4124020
23224,4124053
45728,4124103
2656,4124202
2144,4124301
20069,4124400
5431,4124509
6834,4124608
11213,4124707
10303,4124806
5874,4124905
10386,4125001
14996,4125100
9074,4125209
5559,4125308
5698,4125357
6254,4125407
3682,4125456
317476,4125506
2158,4125555
45806,4125605
27325,4125704
5976,4125753
10915,4125803
2338,4125902
8847,4126009
5693,4126108
6751,4126207
95543,4126256
5459,4126272
19267,4126306
4513,4126355
5355,4126405
16323,4126504
20778,4126603
3033,4126652
14548,4126678
5080,4126702
16062,4126801
5584,4126900
12163,4127007
78135,4127106
16984,4127205
16652,4127304
17439,4127403
20436,4127502
16646,4127601
138572,4127700
8032,4127809
12043,4127858
8509,4127882
8599,4127908
8128,4127957
13340,4127965
21119,4128005
110590,4128104
57111,4128203
2595,4128302
11356,4128401
19444,4128500
11703,4128534
8590,4128559
7342,4128609
2799,4128625
5609,4128633
4023,4128658
6817,4128708
5728,4128807
2577,4200051
17847,4200101
10711,4200200
5385,4200309
7138,4200408
6455,4200507
2378,4200556
6378,4200606
9984,4200705
1948,4200754
5721,4200804
4860,4200903
7313,4201000
3236,4201109
8411,4201208
10636,4201257
4266,4201273
36710,4201307
67578,4201406
8587,4201505
3551,4201604
2246,4201653
7889,4201703
3226,4201802
5676,4201901
12705,4201950
138732,4202008
10550,4202057
10692,4202073
2708,4202081
1704,4202099
28463,4202107
6311,4202131
2703,4202156
11526,4202206
67458,4202305
352460,4202404
3460,4202438
19193,4202453
4712,4202503
2961,4202537
2146,4202578
9870,4202602
5169,4202701
33016,4202800
3718,4202859
2473,4202875
131703,4202909
77863,4203006
6167,4203105
3357,4203154
80834,4203204
2556,4203253
11974,4203303
7081,4203402
8636,4203501
35930,4203600
12080,4203709
54319,4203808
22658,4203907
24559,4203956
10735,4204004
3735,4204103
2738,4204152
3181,4204178
2969,4204194
216654,4204202
16544,4204251
74106,4204301
4385,4204350
10022,4204400
2544,4204459
15709,4204509
13040,4204558
213023,4204608
11053,4204707
1957,4204756
39595,4204806
8308,4204905
15450,4205001
4105,4205100
4013,4205159
3189,4205175
2066,4205191
4407,4205209
10686,4205308
1586,4205357
492977,4205407
2525,4205431
26368,4205456
36299,4205506
2077,4205555
2956,4205605
22568,4205704
17800,4205803
68465,4205902
14333,4206009
6542,4206108
11423,4206207
23272,4206306
10154,4206405
43822,4206504
5141,4206603
4710,4206652
22495,4206702
1959,4206751
3227,4206801
18802,4206900
55581,4207007
14005,4207106
10326,4207205
44412,4207304
6153,4207403
67923,4207502
2927,4207577
4486,4207601
8945,4207650
7448,4207684
7565,4207700
4015,4207759
10339,4207809
1952,4207858
11155,4207908
6209,4208005
21556,4208104
215895,4208203
63250,4208302
16736,4208401
19963,4208450
24812,4208500
3955,4208609
10457,4208708
19755,4208807
174158,4208906
1595,4208955
29827,4209003
583144,4209102
4985,4209151
2110,4209177
2245,4209201
157743,4209300
45500,4209409
1437,4209458
6875,4209508
15174,4209607
12099,4209706
3083,4209805
4580,4209854
11942,4209904
12609,4210001
5686,4210035
1784,4210050
56017,4210100
3430,4210209
8048,4210308
7207,4210407
25403,4210506
1846,4210555
16704,4210605
2560,4210704
7028,4210803
2336,4210852
4200,4210902
11592,4211009
9824,4211058
8280,4211108
17642,4211207
2898,4211256
79285,4211306
4945,4211405
4333,4211454
14312,4211504
14987,4211603
2481,4211652
22785,4211702
18510,4211751
7317,4211801
2227,4211850
1537,4211876
2363,4211892
168259,4211900
7475,4212007
2603,4212056
16182,4212106
19218,4212205
3515,4212239
8594,4212254
4186,4212270
7418,4212304
4000,4212403
31764,4212502
2814,4212601
10022,4212650
5971,4212700
22511,4212809
19906,4212908
3513,4213005
3965,4213104
2850,4213153
32874,4213203
4714,4213302
3408,4213351
11552,4213401
20834,4213500
35250,4213609
17189,4213708
7326,4213807
1590,4213906
17215,4214003
2290,4214102
2911,4214151
9946,4214201
2868,4214300
6208,4214409
5979,4214508
7456,4214607
11542,4214706
70100,4214805
4601,4214904
42106,4215000
2482,4215059
4636,4215075
11502,4215109
4890,4215208
7626,4215307
3808,4215356
4680,4215406
12446,4215455
16741,4215505
2247,4215554
2137,4215604
8338,4215653
8801,4215679
2484,4215687
1286,4215695
22905,4215703
2386,4215752
83576,4215802
2862,4215901
11191,4216008
5499,4216057
9457,4216107
51677,4216206
6359,4216255
36244,4216305
3707,4216354
7280,4216404
26763,4216503
242927,4216602
13838,4216701
8421,4216800
23857,4216909
13165,4217006
3189,4217105
1833,4217154
40090,4217204
5709,4217253
9679,4217303
20728,4217402
17506,4217501
3270,4217550
13920,4217600
30010,4217709
2500,4217758
18302,4217808
8691,4217907
1646,4217956
37645,4218004
5354,4218103
43484,4218202
7812,4218251
19183,4218301
3891,4218350
7070,4218400
7687,4218509
7284,4218608
104937,4218707
4561,4218756
12806,4218806
2517,4218855
11195,4218905
2472,4218954
21190,4219002
3575,4219101
2522,4219150
4534,4219176
6347,4219200
52510,4219309
5014,4219358
3932,4219408
50309,4219507
3963,4219606
28424,4219705
3328,4219853
12570,4220000
4858,4300034
3753,4300059
16524,4300109
7063,4300208
6077,4300307
74173,4300406
3559,4300455
1979,4300471
6458,4300505
1663,4300554
3020,4300570
209213,4300604
6974,4300638
7416,4300646
1324,4300661
6003,4300703
13055,4300802
3600,4300851
5622,4300877
6283,4300901
20637,4301008
9842,4301057
2921,4301073
14123,4301107
13332,4301206
18351,4301305
10425,4301404
6706,4301503
3573,4301552
120943,4301602
13760,4301636
6139,4301651
6627,4301701
7454,4301750
5295,4301800
3238,4301859
4202,4301875
13423,4301909
1726,4301925
2527,4301958
11216,4302006
2031,4302055
119049,4302105
2104,4302154
6712,4302204
2473,4302220
2590,4302238
2788,4302253
11391,4302303
13846,4302352
1987,4302378
12265,4302402
7726,4302451
6356,4302501
2135,4302584
3397,4302600
5043,4302659
20929,4302709
33702,4302808
12705,4302907
82547,4303004
129307,4303103
5055,4303202
4856,4303301
4788,4303400
66034,4303509
2724,4303558
6456,4303608
3380,4303673
5553,4303707
5471,4303806
66156,4303905
4596,4304002
3345,4304101
31306,4304200
6246,4304309
9519,4304358
44489,4304408
55871,4304507
344957,4304606
1729,4304614
1668,4304622
52004,4304630
3602,4304655
25297,4304663
4589,4304671
11810,4304689
2750,4304697
61949,4304705
8187,4304713
29409,4304804
1404,4304853
9010,4304903
3189,4304952
8851,4305009
504069,4305108
2905,4305116
6136,4305124
4676,4305132
2327,4305157
12058,4305173
14074,4305207
9300,4305306
40301,4305355
3306,4305371
3794,4305405
6635,4305439
5401,4305447
15912,4305454
4775,4305504
2442,4305587
3221,4305603
6746,4305702
9915,4305801
1507,4305835
2327,4305850
2518,4305871
7385,4305900
1641,4305934
3868,4305959
2769,4305975
13544,4306007
7950,4306056
2851,4306072
60693,4306106
1870,4306130
12290,4306205
4744,4306304
2852,4306320
2478,4306353
3026,4306379
32205,4306403
2044,4306429
3394,4306452
15338,4306502
2541,4306551
38589,4306601
3086,4306700
4639,4306734
1994,4306759
40643,4306767
22520,4306809
25791,4306908
1088,4306924
8542,4306932
2829,4306957
2995,4306973
105059,4307005
3167,4307054
6828,4307104
4902,4307203
7040,4307302
3277,4307401
2969,4307450
15584,4307500
5976,4307559
49345,4307609
83121,4307708
33820,4307807
3660,4307815
2458,4307831
2721,4307864
71570,4307906
6690,4308003
2346,4308052
4455,4308078
13451,4308102
30430,4308201
1796,4308250
10370,4308300
6715,4308409
2424,4308433
4356,4308458
31120,4308508
34684,4308607
2963,4308656
5580,4308706
8409,4308805
1642,4308854
16240,4308904
16151,4309001
7988,4309050
35875,4309100
2106,4309126
4297,4309159
279398,4309209
1516,4309258
98043,4309308
25475,4309407
7614,4309506
4812,4309555
3018,4309571
19267,4309605
6714,4309654
4788,4309704
4412,4309753
4719,4309803
7338,4309902
4027,4309951
20284,4310009
36450,4310108
83173,4310207
4091,4310306
22309,4310330
3116,4310363
6228,4310405
2235,4310413
6588,4310439
1899,4310462
7344,4310504
5459,4310538
3470,4310553
2125,4310579
37757,4310603
2441,4310652
3420,4310702
1940,4310751
23880,4310801
3848,4310850
2679,4310876
3576,4310900
26869,4311007
10937,4311106
3773,4311122
3518,4311130
8554,4311155
19364,4311205
2884,4311239
6442,4311254
1611,4311270
27834,4311304
82951,4311403
2561,4311429
7516,4311502
5289,4311601
5980,4311627
1708,4311643
5464,4311700
4613,4311718
2990,4311734
7291,4311759
6749,4311775
2680,4311791
43435,4311809
4488,4311908
3881,4311981
2054,4312005
4024,4312054
4864,4312104
2538,4312138
4456,4312153
1665,4312179
4443,4312203
8045,4312252
4824,4312302
1466,4312351
3220,4312377
2564,4312385
64788,4312401
3056,4312427
2979,4312443
6546,4312450
6344,4312476
12760,4312500
4948,4312609
3151,4312617
1888,4312625
17484,4312658
1689,4312674
11760,4312708
3586,4312757
4690,4312807
9824,4312906
1798,4312955
3321,4313003
2710,4313011
5292,4313037
21317,4313060
2548,4313086
6508,4313102
21156,4313201
26849,4313300
2268,4313334
3661,4313359
28670,4313375
4169,4313391
246452,4313409
3394,4313425
2223,4313441
1727,4313466
4154,4313490
45557,4313508
3880,4313607
11306,4313656
33481,4313706
7058,4313805
43170,4313904
9269,4313953
7585,4314001
7599,4314027
3812,4314035
57660,4314050
5656,4314068
6493,4314076
201767,4314100
2287,4314134
8459,4314159
2010,4314175
7755,4314209
3893,4314308
341648,4314407
5696,4314423
2577,4314456
1965,4314464
4372,4314472
4842,4314498
12351,4314506
2968,4314548
2357,4314555
20621,4314605
10152,4314704
2094,4314753
3908,4314779
1572,4314787
36510,4314803
1479101,4314902
4765,4315008
2397,4315057
1415,4315073
10301,4315107
1668,4315131
2863,4315149
6249,4315156
1957,4315172
3951,4315206
22771,4315305
1846,4315313
2786,4315321
3789,4315354
11527,4315404
2101,4315453
15836,4315503
2849,4315552
210005,4315602
38284,4315701
4629,4315750
11300,4315800
5867,4315909
2352,4315958
21199,4316006
10583,4316105
5182,4316204
6899,4316303
39535,4316402
2613,4316428
2679,4316436
12416,4316451
2732,4316477
7705,4316501
16211,4316600
8099,4316709
1644,4316733
6522,4316758
129427,4316808
280505,4316907
6315,4316956
2545,4316972
8130,4317004
77763,4317103
72919,4317202
1734,4317251
29877,4317301
49493,4317400
77620,4317509
2134,4317558
42648,4317608
10305,4317707
2020,4317756
13923,4317806
14300,4317905
2343,4317954
60557,4318002
3065,4318051
18471,4318101
21633,4318200
62061,4318309
24078,4318408
4674,4318424
2561,4318432
2757,4318440
2562,4318457
2000,4318465
4739,4318481
2091,4318499
27410,4318507
6945,4318606
2378,4318614
3509,4318622
234947,4318705
43625,4318804
33668,4318903
21449,4319000
5474,4319109
3238,4319125
7663,4319158
5325,4319208
5863,4319307
3758,4319356
2000,4319364
2946,4319372
16250,4319406
25467,4319505
23690,4319604
3341,4319703
2239,4319711
2724,4319737
2219,4319752
8710,4319802
81198,4319901
140311,4320008
24205,4320107
10788,4320206
2924,4320230
7399,4320263
5093,4320305
2788,4320321
5553,4320354
17198,4320404
2000,4320453
5519,4320503
6433,4320552
1990,4320578
3685,4320602
2394,4320651
10183,4320677
14927,4320701
30967,4320800
4667,4320859
23651,4320909
10593,4321006
17266,4321105
57292,4321204
26838,4321303
3068,4321329
5479,4321352
13538,4321402
11088,4321436
32676,4321451
3004,4321469
5796,4321477
2827,4321493
38386,4321501
50760,4321600
2339,4321626
2693,4321634
10989,4321667
27837,4321709
23938,4321808
2725,4321832
4291,4321857
23963,4321907
5813,4321956
29207,4322004
5713,4322103
4560,4322152
1486,4322186
23824,4322202
4767,4322251
7980,4322301
3455,4322327
2049,4322343
1192,4322350
2354,4322376
127079,4322400
65846,4322509
3479,4322525
11732,4322533
5842,4322541
2104,4322558
71117,4322608
26618,4322707
25936,4322806
1835,4322855
4825,4322905
254101,4323002
4745,4323101
2904,4323200
3374,4323309
2102,4323358
4353,4323408
4283,4323457
2766,4323507
1565,4323606
2847,4323705
3177,4323754
2998,4323770
16025,4323804
15257,5000203
5268,5000252
38958,5000609
25128,5000708
8993,5000807
10620,5000856
8891,5000906
25431,5001003
47784,5001102
11963,5001243
6829,5001508
22717,5001904
11305,5002001
24508,5002100
7817,5002159
21738,5002209
11891,5002308
29743,5002407
13727,5002605
885711,5002704
6049,5002803
21876,5002902
24559,5002951
5839,5003108
15152,5003157
110806,5003207
20496,5003256
33516,5003306
12868,5003454
11239,5003488
5889,5003504
220965,5003702
12305,5003751
19234,5003801
3044,5003900
9981,5004007
9968,5004106
15977,5004304
7625,5004403
23886,5004502
20905,5004601
23140,5004700
8976,5004809
7108,5004908
25967,5005004
4034,5005103
6638,5005152
22968,5005202
7267,5005251
45932,5005400
27795,5005608
18256,5005681
54051,5005707
14085,5005806
21300,5006002
53517,5006200
3947,5006259
5455,5006275
42010,5006309
14048,5006358
7666,5006408
91082,5006606
17078,5006903
24258,5007109
36830,5007208
4819,5007307
19682,5007406
5403,5007505
7801,5007554
26363,5007695
10812,5007703
6515,5007802
56081,5007901
18828,5007935
11427,5007950
3583,5007976
21311,5008008
119465,5008305
6067,5008404
5424,5100102
25229,5100201
51615,5100250
18703,5100300
6659,5100359
11868,5100409
11238,5100508
10557,5100607
9979,5100805
3119,5101001
956,5101209
16690,5101258
9714,5101308
21987,5101407
8563,5101605
34619,5101704
60661,5101803
6452,5101852
19248,5101902
93882,5102504
15830,5102603
34558,5102637
42871,5102678
6710,5102686
4761,5102694
21311,5102702
10413,5102793
8695,5102850
19588,5103007
12052,5103056
5691,5103106
33224,5103205
37280,5103254
20513,5103304
30347,5103353
3973,5103361
19254,5103379
607153,5103403
5192,5103437
9377,5103452
21904,5103502
8199,5103601
13857,5103700
3537,5103809
7513,5103858
5487,5103908
3045,5103957
35497,5104104
15035,5104203
2725,5104500
7395,5104526
6587,5104542
3901,5104559
13163,5104609
27628,5104807
8366,5104906
9006,5105002
34815,5105101
40905,5105150
15370,5105176
11275,5105200
6059,5105234
63411,5105259
2099,5105309
15983,5105507
10700,5105580
16334,5105606
27536,5105622
15338,5105903
6056,5106000
13231,5106109
14909,5106158
3765,5106174
6526,5106182
3699,5106190
3928,5106208
12739,5106216
43919,5106224
20034,5106232
11694,5106240
21231,5106257
8990,5106265
3985,5106273
5199,5106281
11193,5106299
22246,5106307
2574,5106315
17456,5106372
34607,5106422
2676,5106455
32768,5106505
6578,5106653
1602,5106703
45093,5106752
12347,5106778
5429,5106802
11935,5106828
3050,5106851
16421,5107008
61038,5107040
17014,5107065
18967,5107107
2721,5107156
10081,5107180
2388,5107198
5159,5107206
4486,5107248
3136,5107263
4021,5107297
20312,5107305
5569,5107354
4674,5107404
3966,5107578
228857,5107602
17237,5107701
2495,5107743
3437,5107750
3330,5107768
8281,5107776
5023,5107792
16433,5107800
11615,5107859
25054,5107875
1622,5107883
139935,5107909
87815,5107925
9565,5107941
101764,5107958
13359,5108006
9862 ,5108055
3786,5108105
3672,5108204
3562,5108303
3128,5108352
282009,5108402
11216,5108501
25570,5108600
4578,5108808
3249,5108857
8428,5108907
9078,5108956
8583,5200050
19614,5200100
22182,5200134
2517,5200159
5676,5200175
1872,5200209
207070,5200258
27288,5200308
2005,5200506
6218,5200555
7558,5200605
8614,5200803
3778,5200829
6057,5200852
3185,5200902
381970,5201108
1137,5201207
21717,5201306
565957,5201405
2474,5201454
4163,5201504
3560,5201603
19959,5201702
10116,5201801
7756,5202155
2689,5202353
9635,5202502
3184,5202601
2425,5202809
4992,5203104
10922,5203203
29448,5203302
8813,5203401
24776,5203500
9488,5203559
4316,5203575
3659,5203609
5761,5203807
9433,5203906
2501,5203939
3302,5203962
7939,5204003
12297,5204102
1361,5204201
8102,5204250
15743,5204300
18715,5204409
89087,5204508
3759,5204557
3610,5204607
3649,5204656
12486,5204706
7437,5204805
7636,5204854
19764,5204904
2459,5204953
9976,5205000
3464,5205059
106618,5205109
5038,5205208
9693,5205307
22074,5205406
8507,5205455
9842,5205471
69829,5205497
19971,5205513
3404,5205521
2364,5205703
11050,5205802
9574,5205901
57759,5206206
2968,5206305
16852,5206404
3500,5206503
2871,5206602
3315,5206701
2923,5206800
2094,5206909
2488,5207105
7398,5207253
3710,5207352
12276,5207402
3286,5207501
6678,5207535
5722,5207600
13131,5207808
16100,5207907
119506,5208004
4325,5208103
3753,5208152
4830,5208301
11239,5208400
5574,5208509
69072,5208608
1495705,5208707
43260,5208806
22916,5208905
33986,5209101
5806,5209150
14211,5209200
2041,5209291
3940,5209408
1852,5209457
3714,5209606
21278,5209705
3622,5209804
13808,5209903
6152,5209937
15431,5209952
52465,5210000
26792,5210109
2893,5210158
31563,5210208
2815,5210307
42163,5210406
4668,5210562
5269,5210604
4605,5210802
22533,5210901
5316,5211008
25856,5211206
7097,5211305
8916,5211404
103652,5211503
2406,5211602
6073,5211701
49667,5211800
99674,5211909
2898,5212006
2474,5212055
7372,5212105
18587,5212204
1555,5212253
7643,5212303
205023,5212501
2373,5212600
8680,5212709
9646,5212808
2223,5212907
4366,5212956
13829,5213004
2612,5213053
29353,5213087
65420,5213103
1557,5213400
8527,5213509
8063,5213707
13115,5213756
4449,5213772
45716,5213806
2264,5213855
4377,5213905
15444,5214002
5066,5214051
3793,5214101
9022,5214408
29293,5214507
46039,5214606
2346,5214705
2199,5214804
12791,5214838
8218,5214861
2923,5214879
3293,5214903
9684,5215009
2985,5215207
113679,5215231
4445,5215256
15502,5215306
3797,5215405
6549,5215504
33228,5215603
3460,5215652
28313,5215702
2380,5215801
3589,5215900
2627,5216007
9972,5216304
10995,5216403
3116,5216452
10301,5216809
2314,5216908
24499,5217104
10501,5217203
24749,5217302
31225,5217401
89181,5217609
17777,5217708
45151,5218003
3830,5218052
4000,5218102
36375,5218300
3243,5218391
49416,5218508
10896,5218607
4784,5218706
4371,5218789
229651,5218805
19815,5218904
7642,5219001
6485,5219100
2892,5219209
5393,5219258
38485,5219308
3803,5219357
8573,5219407
3331,5219456
2388,5219506
3431,5219605
8931,5219704
4787,5219712
6123,5219738
73636,5219753
12791,5219803
6260,5219902
13387,5220009
1417,5220058
33470,5220108
5117,5220157
22067,5220207
4032,5220264
2035,5220280
20297,5220405
112224,5220454
8445,5220504
20573,5220603
6832,5220686
2977,5220702
3537,5221007
3416,5221080
7897,5221197
2837,5221304
125328,5221403
3501,5221452
4633,5221502
5195,5221551
2868,5221577
40217,5221601
13868,5221700
3078,5221809
164723,5221858
3816,5221908
13746,5222005
8611,5222054
6026,5222203
5758,5222302
2974703,5300108